relation_id,source_node_id,source_node_type,target_node_id,target_node_type,relation_type,description,target_citation,check_source_node,check_target_node,check_relation_type,check_evidence_source,review_status,corrected_field,original_value,corrected_value,reviewer_id,review_date,reason,notes
REL_03396,SHL_SONGBEN_0279,clause,CR_ZHANGQINGZI_0253,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.81）。,張卿子傷寒論:p1950,,,,,,,,,,,,
REL_03397,SHL_SONGBEN_0280,clause,CR_ZHANGQINGZI_0254,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p1961,,,,,,,,,,,,
REL_03398,SHL_SONGBEN_0281,clause,CR_ZHANGQINGZI_0255,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p1963,,,,,,,,,,,,
REL_03399,SHL_SONGBEN_0282,clause,CR_ZHANGQINGZI_0256,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p1966,,,,,,,,,,,,
REL_03400,SHL_SONGBEN_0283,clause,CR_ZHANGQINGZI_0257,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.92）。,張卿子傷寒論:p1971,,,,,,,,,,,,
REL_03401,SHL_SONGBEN_0284,clause,CR_ZHANGQINGZI_0258,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.92）。,張卿子傷寒論:p1973,,,,,,,,,,,,
REL_03402,SHL_SONGBEN_0285,clause,CR_ZHANGQINGZI_0259,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.86）。,張卿子傷寒論:p1976,,,,,,,,,,,,
REL_03403,SHL_SONGBEN_0286,clause,CR_ZHANGQINGZI_0260,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.92）。,張卿子傷寒論:p1979,,,,,,,,,,,,
REL_03404,SHL_SONGBEN_0287,clause,CR_ZHANGQINGZI_0261,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p1982,,,,,,,,,,,,
REL_03405,SHL_SONGBEN_0288,clause,CR_ZHANGQINGZI_0262,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.89）。,張卿子傷寒論:p1984,,,,,,,,,,,,
REL_03406,SHL_SONGBEN_0289,clause,CR_ZHANGQINGZI_0263,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.88）。,張卿子傷寒論:p1986,,,,,,,,,,,,
REL_03407,SHL_SONGBEN_0290,clause,CR_ZHANGQINGZI_0264,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p1988,,,,,,,,,,,,
REL_03408,SHL_SONGBEN_0291,clause,CR_ZHANGQINGZI_0265,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p1991,,,,,,,,,,,,
REL_03409,SHL_SONGBEN_0292,clause,CR_ZHANGQINGZI_0266,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p1993,,,,,,,,,,,,
REL_03410,SHL_SONGBEN_0293,clause,CR_ZHANGQINGZI_0267,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p1995,,,,,,,,,,,,
REL_03411,SHL_SONGBEN_0294,clause,CR_ZHANGQINGZI_0268,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.84）。,張卿子傷寒論:p1997,,,,,,,,,,,,
REL_03412,SHL_SONGBEN_0295,clause,CR_ZHANGQINGZI_0269,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.87）。,張卿子傷寒論:p2002,,,,,,,,,,,,
REL_03413,SHL_SONGBEN_0296,clause,CR_ZHANGQINGZI_0270,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2004,,,,,,,,,,,,
REL_03414,SHL_SONGBEN_0297,clause,CR_ZHANGQINGZI_0271,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2006,,,,,,,,,,,,
REL_03415,SHL_SONGBEN_0298,clause,CR_ZHANGQINGZI_0272,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.89）。,張卿子傷寒論:p2008,,,,,,,,,,,,
REL_03416,SHL_SONGBEN_0299,clause,CR_ZHANGQINGZI_0273,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2010,,,,,,,,,,,,
REL_03417,SHL_SONGBEN_0300,clause,CR_ZHANGQINGZI_0274,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.89）。,張卿子傷寒論:p2012,,,,,,,,,,,,
REL_03418,SHL_SONGBEN_0301,clause,CR_ZHANGQINGZI_0275,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.85）。,張卿子傷寒論:p2015,,,,,,,,,,,,
REL_03419,SHL_SONGBEN_0302,clause,CR_ZHANGQINGZI_0276,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.94）。,張卿子傷寒論:p2021,,,,,,,,,,,,
REL_03420,SHL_SONGBEN_0303,clause,CR_ZHANGQINGZI_0277,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2028,,,,,,,,,,,,
REL_03421,SHL_SONGBEN_0304,clause,CR_ZHANGQINGZI_0278,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2034,,,,,,,,,,,,
REL_03422,SHL_SONGBEN_0305,clause,CR_ZHANGQINGZI_0279,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2043,,,,,,,,,,,,
REL_03423,SHL_SONGBEN_0306,clause,CR_ZHANGQINGZI_0280,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2046,,,,,,,,,,,,
REL_03424,SHL_SONGBEN_0307,clause,CR_ZHANGQINGZI_0281,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.93）。,張卿子傷寒論:p2051,,,,,,,,,,,,
REL_03425,SHL_SONGBEN_0308,clause,CR_ZHANGQINGZI_0282,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2056,,,,,,,,,,,,
REL_03426,SHL_SONGBEN_0309,clause,CR_ZHANGQINGZI_0283,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.89）。,張卿子傷寒論:p2058,,,,,,,,,,,,
REL_03427,SHL_SONGBEN_0310,clause,CR_ZHANGQINGZI_0284,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.90）。,張卿子傷寒論:p2060,,,,,,,,,,,,
REL_03428,SHL_SONGBEN_0311,clause,CR_ZHANGQINGZI_0285,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.90）。,張卿子傷寒論:p2065,,,,,,,,,,,,
REL_03429,SHL_SONGBEN_0312,clause,CR_ZHANGQINGZI_0286,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2072,,,,,,,,,,,,
REL_03430,SHL_SONGBEN_0313,clause,CR_ZHANGQINGZI_0287,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2079,,,,,,,,,,,,
REL_03431,SHL_SONGBEN_0314,clause,CR_ZHANGQINGZI_0288,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2084,,,,,,,,,,,,
REL_03432,SHL_SONGBEN_0315,clause,CR_ZHANGQINGZI_0289,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2091,,,,,,,,,,,,
REL_03433,SHL_SONGBEN_0316,clause,CR_ZHANGQINGZI_0290,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.96）。,張卿子傷寒論:p2101,,,,,,,,,,,,
REL_03434,SHL_SONGBEN_0318,clause,CR_ZHANGQINGZI_0291,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.93）。,張卿子傷寒論:p2134,,,,,,,,,,,,
REL_03435,SHL_SONGBEN_0319,clause,CR_ZHANGQINGZI_0292,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.91）。,張卿子傷寒論:p2152,,,,,,,,,,,,
REL_03436,SHL_SONGBEN_0320,clause,CR_ZHANGQINGZI_0293,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2154,,,,,,,,,,,,
REL_03437,SHL_SONGBEN_0321,clause,CR_ZHANGQINGZI_0294,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.84）。,張卿子傷寒論:p2156,,,,,,,,,,,,
REL_03438,SHL_SONGBEN_0322,clause,CR_ZHANGQINGZI_0295,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2158,,,,,,,,,,,,
REL_03439,SHL_SONGBEN_0324,clause,CR_ZHANGQINGZI_0296,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.97）。,張卿子傷寒論:p2165,,,,,,,,,,,,
REL_03440,SHL_SONGBEN_0325,clause,CR_ZHANGQINGZI_0297,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.92）。,張卿子傷寒論:p2168,,,,,,,,,,,,
REL_03441,SHL_SONGBEN_0326,clause,CR_ZHANGQINGZI_0298,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.93）。,張卿子傷寒論:p2170,,,,,,,,,,,,
REL_03442,SHL_SONGBEN_0327,clause,CR_ZHANGQINGZI_0299,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2176,,,,,,,,,,,,
REL_03443,SHL_SONGBEN_0328,clause,CR_ZHANGQINGZI_0300,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2178,,,,,,,,,,,,
REL_03444,SHL_SONGBEN_0329,clause,CR_ZHANGQINGZI_0301,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2180,,,,,,,,,,,,
REL_03445,SHL_SONGBEN_0330,clause,CR_ZHANGQINGZI_0302,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2182,,,,,,,,,,,,
REL_03446,SHL_SONGBEN_0331,clause,CR_ZHANGQINGZI_0303,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2185,,,,,,,,,,,,
REL_03447,SHL_SONGBEN_0333,clause,CR_ZHANGQINGZI_0304,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2197,,,,,,,,,,,,
REL_03448,SHL_SONGBEN_0335,clause,CR_ZHANGQINGZI_0305,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.96）。,張卿子傷寒論:p2205,,,,,,,,,,,,
REL_03449,SHL_SONGBEN_0336,clause,CR_ZHANGQINGZI_0306,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.95）。,張卿子傷寒論:p2210,,,,,,,,,,,,
REL_03450,SHL_SONGBEN_0337,clause,CR_ZHANGQINGZI_0307,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.92）。,張卿子傷寒論:p2213,,,,,,,,,,,,
REL_03451,SHL_SONGBEN_0338,clause,CR_ZHANGQINGZI_0308,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.78）。,張卿子傷寒論:p2215,,,,,,,,,,,,
REL_03452,SHL_SONGBEN_0339,clause,CR_ZHANGQINGZI_0309,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.83）。,張卿子傷寒論:p2225,,,,,,,,,,,,
REL_03453,SHL_SONGBEN_0340,clause,CR_ZHANGQINGZI_0310,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2228,,,,,,,,,,,,
REL_03454,SHL_SONGBEN_0341,clause,CR_ZHANGQINGZI_0311,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.88）。,張卿子傷寒論:p2232,,,,,,,,,,,,
REL_03455,SHL_SONGBEN_0342,clause,CR_ZHANGQINGZI_0312,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2236,,,,,,,,,,,,
REL_03456,SHL_SONGBEN_0343,clause,CR_ZHANGQINGZI_0313,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2238,,,,,,,,,,,,
REL_03457,SHL_SONGBEN_0345,clause,CR_ZHANGQINGZI_0314,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2242,,,,,,,,,,,,
REL_03458,SHL_SONGBEN_0346,clause,CR_ZHANGQINGZI_0315,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2245,,,,,,,,,,,,
REL_03459,SHL_SONGBEN_0347,clause,CR_ZHANGQINGZI_0316,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.85）。,張卿子傷寒論:p2248,,,,,,,,,,,,
REL_03460,SHL_SONGBEN_0348,clause,CR_ZHANGQINGZI_0317,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2251,,,,,,,,,,,,
REL_03461,SHL_SONGBEN_0349,clause,CR_ZHANGQINGZI_0318,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.86）。,張卿子傷寒論:p2253,,,,,,,,,,,,
REL_03462,SHL_SONGBEN_0350,clause,CR_ZHANGQINGZI_0319,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.76）。,張卿子傷寒論:p2256,,,,,,,,,,,,
REL_03463,SHL_SONGBEN_0351,clause,CR_ZHANGQINGZI_0320,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2258,,,,,,,,,,,,
REL_03464,SHL_SONGBEN_0352,clause,CR_ZHANGQINGZI_0321,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.95）。,張卿子傷寒論:p2265,,,,,,,,,,,,
REL_03465,SHL_SONGBEN_0353,clause,CR_ZHANGQINGZI_0322,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2270,,,,,,,,,,,,
REL_03466,SHL_SONGBEN_0354,clause,CR_ZHANGQINGZI_0323,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2272,,,,,,,,,,,,
REL_03467,SHL_SONGBEN_0355,clause,CR_ZHANGQINGZI_0324,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.88）。,張卿子傷寒論:p2274,,,,,,,,,,,,
REL_03468,SHL_SONGBEN_0356,clause,CR_ZHANGQINGZI_0325,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.95）。,張卿子傷寒論:p2277,,,,,,,,,,,,
REL_03469,SHL_SONGBEN_0357,clause,CR_ZHANGQINGZI_0326,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.70）。,張卿子傷寒論:p2279,,,,,,,,,,,,
REL_03470,SHL_SONGBEN_0358,clause,CR_ZHANGQINGZI_0327,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.90）。,張卿子傷寒論:p2288,,,,,,,,,,,,
REL_03471,SHL_SONGBEN_0359,clause,CR_ZHANGQINGZI_0328,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.91）。,張卿子傷寒論:p2290,,,,,,,,,,,,
REL_03472,SHL_SONGBEN_0360,clause,CR_ZHANGQINGZI_0329,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.83）。,張卿子傷寒論:p2297,,,,,,,,,,,,
REL_03473,SHL_SONGBEN_0361,clause,CR_ZHANGQINGZI_0330,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.88）。,張卿子傷寒論:p2300,,,,,,,,,,,,
REL_03474,SHL_SONGBEN_0362,clause,CR_ZHANGQINGZI_0331,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.82）。,張卿子傷寒論:p2303,,,,,,,,,,,,
REL_03475,SHL_SONGBEN_0363,clause,CR_ZHANGQINGZI_0332,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.87）。,張卿子傷寒論:p2307,,,,,,,,,,,,
REL_03476,SHL_SONGBEN_0364,clause,CR_ZHANGQINGZI_0333,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2310,,,,,,,,,,,,
REL_03477,SHL_SONGBEN_0365,clause,CR_ZHANGQINGZI_0334,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2312,,,,,,,,,,,,
REL_03478,SHL_SONGBEN_0366,clause,CR_ZHANGQINGZI_0335,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.95）。,張卿子傷寒論:p2314,,,,,,,,,,,,
REL_03479,SHL_SONGBEN_0368,clause,CR_ZHANGQINGZI_0336,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.93）。,張卿子傷寒論:p2318,,,,,,,,,,,,
REL_03480,SHL_SONGBEN_0369,clause,CR_ZHANGQINGZI_0337,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.83）。,張卿子傷寒論:p2321,,,,,,,,,,,,
REL_03481,SHL_SONGBEN_0370,clause,CR_ZHANGQINGZI_0338,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.89）。,張卿子傷寒論:p2323,,,,,,,,,,,,
REL_03482,SHL_SONGBEN_0371,clause,CR_ZHANGQINGZI_0339,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2325,,,,,,,,,,,,
REL_03483,SHL_SONGBEN_0372,clause,CR_ZHANGQINGZI_0340,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.71）。,張卿子傷寒論:p2330,,,,,,,,,,,,
REL_03484,SHL_SONGBEN_0373,clause,CR_ZHANGQINGZI_0341,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2332,,,,,,,,,,,,
REL_03485,SHL_SONGBEN_0374,clause,CR_ZHANGQINGZI_0342,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2336,,,,,,,,,,,,
REL_03486,SHL_SONGBEN_0375,clause,CR_ZHANGQINGZI_0343,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2338,,,,,,,,,,,,
REL_03487,SHL_SONGBEN_0376,clause,CR_ZHANGQINGZI_0344,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2340,,,,,,,,,,,,
REL_03488,SHL_SONGBEN_0377,clause,CR_ZHANGQINGZI_0345,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2342,,,,,,,,,,,,
REL_03489,SHL_SONGBEN_0378,clause,CR_ZHANGQINGZI_0346,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2344,,,,,,,,,,,,
REL_03490,SHL_SONGBEN_0379,clause,CR_ZHANGQINGZI_0347,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2346,,,,,,,,,,,,
REL_03491,SHL_SONGBEN_0380,clause,CR_ZHANGQINGZI_0348,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.72）。,張卿子傷寒論:p2348,,,,,,,,,,,,
REL_03492,SHL_SONGBEN_0381,clause,CR_ZHANGQINGZI_0349,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.89）。,張卿子傷寒論:p2353,,,,,,,,,,,,
REL_03493,SHL_SONGBEN_0382,clause,CR_ZHANGQINGZI_0350,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.81）。,張卿子傷寒論:p2356,,,,,,,,,,,,
REL_03494,SHL_SONGBEN_0383,clause,CR_ZHANGQINGZI_0351,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.93）。,張卿子傷寒論:p2360,,,,,,,,,,,,
REL_03495,SHL_SONGBEN_0384,clause,CR_ZHANGQINGZI_0352,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.72）。,張卿子傷寒論:p2362,,,,,,,,,,,,
REL_03496,SHL_SONGBEN_0385,clause,CR_ZHANGQINGZI_0353,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2368,,,,,,,,,,,,
REL_03497,SHL_SONGBEN_0386,clause,CR_ZHANGQINGZI_0354,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2370,,,,,,,,,,,,
REL_03498,SHL_SONGBEN_0387,clause,CR_ZHANGQINGZI_0355,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2392,,,,,,,,,,,,
REL_03499,SHL_SONGBEN_0388,clause,CR_ZHANGQINGZI_0356,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2394,,,,,,,,,,,,
REL_03500,SHL_SONGBEN_0389,clause,CR_ZHANGQINGZI_0357,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2396,,,,,,,,,,,,
REL_03501,SHL_SONGBEN_0390,clause,CR_ZHANGQINGZI_0358,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2398,,,,,,,,,,,,
REL_03502,SHL_SONGBEN_0391,clause,CR_ZHANGQINGZI_0359,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度1.00）。,張卿子傷寒論:p2402,,,,,,,,,,,,
REL_03503,SHL_SONGBEN_0392,clause,CR_ZHANGQINGZI_0360,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.92）。,張卿子傷寒論:p2404,,,,,,,,,,,,
REL_03504,SHL_SONGBEN_0394,clause,CR_ZHANGQINGZI_0361,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.86）。,張卿子傷寒論:p2418,,,,,,,,,,,,
REL_03505,SHL_SONGBEN_0395,clause,CR_ZHANGQINGZI_0362,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.89）。,張卿子傷寒論:p2421,,,,,,,,,,,,
REL_03506,SHL_SONGBEN_0396,clause,CR_ZHANGQINGZI_0363,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.81）。,張卿子傷寒論:p2427,,,,,,,,,,,,
REL_03507,SHL_SONGBEN_0397,clause,CR_ZHANGQINGZI_0364,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.92）。,張卿子傷寒論:p2429,,,,,,,,,,,,
REL_03508,SHL_SONGBEN_0398,clause,CR_ZHANGQINGZI_0365,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.88）。,張卿子傷寒論:p2435,,,,,,,,,,,,
REL_03509,SHL_SONGBEN_0204,clause,CR_ZHANGQINGZI_0186,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.71）。,張卿子傷寒論:p2546,,,,,,,,,,,,
REL_03510,SHL_SONGBEN_0044,clause,CR_ZHANGQINGZI_0367,commentary,commentary_support,張卿子《張卿子傷寒論》對本條有注（對齊相似度0.63）。,張卿子傷寒論:p2548,,,,,,,,,,,,
REL_03511,SHL_SONGBEN_0094,clause,CR_XUANJIE_0001,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.95）。,傷寒懸解:p229,,,,,,,,,,,,
REL_03512,SHL_SONGBEN_0017,clause,CR_XUANJIE_0002,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.71）。,傷寒懸解:p232,,,,,,,,,,,,
REL_03513,SHL_SONGBEN_0057,clause,CR_XUANJIE_0003,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.93）。,傷寒懸解:p251,,,,,,,,,,,,
REL_03514,SHL_SONGBEN_0056,clause,CR_XUANJIE_0004,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.95）。,傷寒懸解:p254,,,,,,,,,,,,
REL_03515,SHL_SONGBEN_0046,clause,CR_XUANJIE_0005,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.60）。,傷寒懸解:p261,,,,,,,,,,,,
REL_03516,SHL_SONGBEN_0050,clause,CR_XUANJIE_0006,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.86）。,傷寒懸解:p263,,,,,,,,,,,,
REL_03517,SHL_SONGBEN_0023,clause,CR_XUANJIE_0007,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.96）。,傷寒懸解:p268,,,,,,,,,,,,
REL_03518,SHL_SONGBEN_0038,clause,CR_XUANJIE_0008,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.89）。,傷寒懸解:p288,,,,,,,,,,,,
REL_03519,SHL_SONGBEN_0045,clause,CR_XUANJIE_0009,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.90）。,傷寒懸解:p386,,,,,,,,,,,,
REL_03520,SHL_SONGBEN_0026,clause,CR_XUANJIE_0010,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度1.00）。,傷寒懸解:p400,,,,,,,,,,,,
REL_03521,SHL_SONGBEN_0168,clause,CR_XUANJIE_0011,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.87）。,傷寒懸解:p403,,,,,,,,,,,,
REL_03522,SHL_SONGBEN_0070,clause,CR_XUANJIE_0012,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.90）。,傷寒懸解:p408,,,,,,,,,,,,
REL_03523,SHL_SONGBEN_0114,clause,CR_XUANJIE_0013,commentary,commentary_support,黃元御《傷寒懸解》對本條有注（對齊相似度0.83）。,傷寒懸解:p415,,,,,,,,,,,,
